Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Series A - Santiago 2020,Male Kata, 8 / 8,AVILA FELIPE,ARG,068 Papuren,8.2,7.6,7.4,8.0,7.6,7.0,7.8,7.8,7.4,7.4,7.6,7.8,7.0,7.6,22.88
Karate1 Series A - Santiago 2020,Male Kata, 8 / 8,PAZOS NAYA DANIEL ENRIQUE,VEN,002 Anan Dai,8.0,7.6,7.2,7.4,7.4,7.4,8.0,7.8,7.4,7.4,7.0,7.4,7.2,7.4,22.34
Karate1 Series A - Santiago 2020,Male Kata, 8 / 8,EL HANNI MOHAMMED,MAR,099 Unsu,8.4,7.8,8.2,8.0,7.6,6.8,7.2,8.4,8.0,8.0,8.2,8.0,6.6,7.2,23.58
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,SOFUOGLU ALI,TUR,099 Unsu,8.4,8.2,8.8,8.8,8.0,8.6,7.8,8.4,8.2,8.8,8.4,8.2,8.8,7.8,25.14
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,HOSHI ISAAC,NZL,064 Ohan Dai,8.6,8.2,7.0,7.4,7.6,8.4,7.6,8.0,8.0,7.0,7.4,7.8,8.6,7.6,23.4
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,MONTARELLO ENZO,FRA,099 Unsu,8.4,7.6,7.6,7.8,7.8,8.6,7.4,8.0,7.6,7.6,8.0,8.0,8.6,7.6,23.32
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,DIAZ ANTONIO,VEN,001 Anan,8.6,8.0,8.2,7.8,8.2,8.8,7.8,8.2,8.0,7.8,7.4,8.0,8.6,7.8,24.22
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,DE BAEREMAECKER MARTIN,URU,099 Unsu,8.0,7.4,6.6,6.4,7.4,7.8,6.8,7.6,7.4,6.6,6.4,7.6,7.6,6.8,21.66
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,HUSSAIN MOHAMMAD,KUW,099 Unsu,8.2,7.8,6.8,7.0,7.2,7.6,7.4,8.4,7.6,7.0,7.0,7.4,7.6,7.4,22.26
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,GUILLEN JUNIOR,CHI,015 Gankaku,8.6,7.8,7.4,7.2,8.0,8.2,7.2,8.4,8.0,7.2,7.8,8.2,8.0,7.4,23.38
Karate1 Series A - Santiago 2020,Male Kata R2-G1, 1 / 1,SHAWKY AHMED,EGY,041 Kanku Sho,8.2,7.4,7.6,7.6,7.6,8.6,7.4,8.2,7.6,7.8,8.0,7.8,8.6,7.6,23.04
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,MIURA GONZALO,PER,020 Gojushiho Dai,7.2,7.0,7.6,7.4,7.2,6.8,8.4,7.4,6.8,7.6,7.2,7.2,7.0,8.2,21.8
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,BUSATO MATTIA,ITA,099 Unsu,8.0,8.4,8.0,8.2,8.2,8.4,8.8,8.0,8.2,8.2,8.2,8.4,8.6,8.6,24.8
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,ELHAKIMI ADNANE,MAR,041 Kanku Sho,8.0,8.0,7.8,8.0,8.2,7.4,8.4,8.2,7.8,8.0,8.0,8.0,7.6,8.4,24.0
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,DACK VU DUC MINH,NCL,092 Suparinpei,7.6,7.8,7.6,7.6,7.8,7.8,8.8,7.8,7.6,7.6,7.6,7.8,7.6,8.6,23.14
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,TOZAKI GAKUJI,USA,064 Ohan Dai,8.2,8.2,8.2,7.8,8.0,8.2,9.0,8.0,8.0,8.0,7.8,8.0,8.0,8.8,24.42
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,GOKTAS EMRE VEFA,TUR,020 Gojushiho Dai,8.6,8.6,8.0,7.8,8.4,8.6,9.2,8.4,8.4,8.2,8.0,8.4,8.8,9.2,25.48
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,AROS RAMIREZ LUIS,CHI,041 Kanku Sho,8.0,7.6,6.4,8.0,7.8,8.0,8.0,7.8,7.4,7.2,7.8,8.0,7.6,7.4,23.5
Karate1 Series A - Santiago 2020,Male Kata R2-G2, 1 / 1,IMPAGNATIELLO LUCA MATEO,ARG,099 Unsu,7.6,7.8,7.4,8.0,8.0,8.2,8.8,7.8,7.8,7.6,7.8,8.4,7.8,8.6,23.68
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,MARUANI JONATHAN,FRA,099 Unsu,7.4,7.8,8.4,8.0,7.4,8.0,8.2,7.6,7.8,8.2,7.8,7.6,7.8,8.0,23.68
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,TEJADA ANDRES,ECU,015 Gankaku,6.8,7.4,7.8,7.6,7.6,7.8,8.0,7.4,7.2,7.4,7.8,7.8,7.8,7.6,22.94
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,ALQUINTA ANKAR,CHI,041 Kanku Sho,6.6,7.4,8.0,7.6,7.4,8.0,7.6,7.2,7.4,7.8,7.8,7.8,7.6,7.6,22.72
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,GALARCA GABRIEL,BRA,092 Suparinpei,7.6,7.6,8.2,7.4,7.8,8.2,7.8,7.6,7.6,8.2,7.4,7.6,7.6,7.8,23.08
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,PEREDA ELORDUY XABIER,ESP,099 Unsu,7.2,8.0,8.6,7.6,8.0,8.2,7.2,7.0,7.8,8.4,7.6,7.8,8.2,7.6,23.48
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,ALMOSAWI SAYED MOHAMMED,KUW,099 Unsu,7.2,8.0,8.0,7.8,7.8,8.2,7.0,7.4,8.0,8.6,7.6,8.0,7.8,7.4,23.54
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,NUNKOO KIERAN,ENG,009 Chibana No Kushanku,6.8,7.4,8.6,7.8,7.4,7.6,6.6,7.0,7.4,8.2,7.8,7.6,7.6,6.8,22.46
Karate1 Series A - Santiago 2020,Male Kata R2-G3, 1 / 1,VERGARA YAEGER RODOLFO,CHI,063 Ohan,6.6,7.6,8.6,7.4,8.0,8.0,7.8,7.2,7.8,8.2,7.4,7.8,8.4,8.2,23.52
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,TORRES GUTIERREZ ARIEL,USA,092 Suparinpei,7.6,8.2,8.4,7.8,8.4,8.6,8.0,7.4,8.0,8.2,7.8,8.6,8.6,8.2,24.54
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,AVILA FELIPE,ARG,008 Chatanyara Kushanku,7.0,7.6,7.6,7.6,7.6,7.8,7.4,6.8,7.4,7.4,7.4,7.6,7.6,7.4,22.62
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,ALMOSAWI SAYED SALMAN,KUW,099 Unsu,7.4,7.8,8.2,7.6,7.6,8.4,8.6,7.0,7.8,8.2,7.6,7.8,8.4,8.4,23.66
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,NGOAN FRANCK,FRA,099 Unsu,7.4,8.0,8.4,7.8,8.0,7.8,8.2,7.4,8.0,8.0,7.6,8.0,8.0,8.4,23.86
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,PAZOS NAYA DANIEL ENRIQUE,VEN,001 Anan,7.0,7.6,7.6,7.4,7.6,7.8,7.2,6.8,7.4,7.8,7.4,7.4,7.4,7.4,22.48
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,OZDEMIR ENES,TUR,041 Kanku Sho,7.8,8.4,8.6,7.8,8.2,8.4,8.6,7.6,8.4,8.4,7.6,8.2,8.4,8.6,25.0
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,EL HANNI MOHAMMED,MAR,021 Gojushiho Sho,7.6,8.0,8.2,7.6,7.8,8.0,7.8,7.8,7.8,8.4,7.4,8.0,7.8,8.0,23.6
Karate1 Series A - Santiago 2020,Male Kata R2-G4, 1 / 1,WONG ALFARO MARIANO FABRICIO ,PER,015 Gankaku,7.2,7.8,7.6,7.4,7.6,7.8,7.8,7.2,8.0,7.8,7.2,7.8,8.4,7.8,23.12
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,BUSATO MATTIA,ITA,015 Gankaku,8.4,7.8,7.2,8.2,8.6,7.8,7.6,8.0,7.4,7.4,8.6,8.2,7.8,7.8,23.74
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,GOKTAS EMRE VEFA,TUR,099 Unsu,8.8,8.0,7.8,8.4,8.4,8.2,7.8,8.8,8.0,8.2,8.2,8.4,8.2,7.8,24.6
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,SOFUOGLU ALI,TUR,041 Kanku Sho,9.0,8.6,8.0,8.2,9.0,8.0,8.0,9.2,8.4,8.4,8.6,9.0,8.2,7.8,24.98
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,ELHAKIMI ADNANE,MAR,099 Unsu,8.2,7.8,8.2,8.2,8.0,7.8,7.6,8.4,7.8,8.4,8.2,8.0,7.8,7.8,24.0
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,HOSHI ISAAC,NZL,002 Anan Dai,8.4,7.8,7.8,8.2,7.6,8.2,7.8,8.4,8.2,7.8,8.0,7.6,8.2,8.0,23.92
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,TOZAKI GAKUJI,USA,002 Anan Dai,8.0,8.2,8.0,8.4,8.4,8.0,8.0,8.2,7.8,8.0,8.4,8.2,8.0,8.0,24.2
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,GUILLEN JUNIOR,CHI,020 Gojushiho Dai,8.0,7.4,8.2,8.2,7.8,8.0,7.8,8.2,8.0,8.4,8.4,8.2,8.0,7.8,23.98
Karate1 Series A - Santiago 2020,Male Kata R3-G1, 1 / 1,DIAZ ANTONIO,VEN,092 Suparinpei,8.6,8.2,8.2,8.6,8.8,8.2,7.8,8.6,7.6,7.8,8.4,8.4,8.2,8.0,24.88
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,TORRES GUTIERREZ ARIEL,USA,002 Anan Dai,8.0,8.0,8.4,8.8,8.0,8.4,8.6,8.0,7.8,8.4,8.8,7.8,8.2,8.4,24.74
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,NGOAN FRANCK,FRA,015 Gankaku,7.8,7.6,8.0,8.2,7.6,7.8,8.2,7.8,7.4,7.8,7.8,7.8,8.0,8.0,23.54
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,PEREDA ELORDUY XABIER,ESP,015 Gankaku,7.8,7.4,8.0,8.2,7.8,7.6,7.8,7.6,7.2,7.6,8.0,7.6,7.8,8.0,23.28
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,OZDEMIR ENES,TUR,099 Unsu,8.4,8.4,8.6,8.8,8.8,8.2,8.4,8.4,8.2,8.4,8.6,8.6,8.4,8.2,25.34
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,VERGARA YAEGER RODOLFO,CHI,001 Anan,7.2,7.0,8.2,8.2,7.6,8.2,8.0,7.2,6.8,8.4,7.8,7.4,8.0,8.0,23.62
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,ALMOSAWI SAYED SALMAN,KUW,015 Gankaku,8.0,7.8,8.2,8.6,8.6,7.6,6.8,8.2,7.6,8.0,8.6,8.4,8.0,7.0,24.06
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,ALMOSAWI SAYED MOHAMMED,KUW,015 Gankaku,8.2,7.6,8.4,8.8,8.6,8.2,7.0,8.4,7.6,8.0,8.8,8.8,7.8,7.2,24.62
Karate1 Series A - Santiago 2020,Male Kata R3-G2, 1 / 1,MARUANI JONATHAN,FRA,078 Sansai,7.8,7.2,8.4,9.0,7.6,8.0,8.0,8.0,7.0,8.0,8.4,7.8,8.2,8.4,23.92
Karate1 Series A - Santiago 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,DIAZ ANTONIO,VEN,002 Anan Dai,8.2,8.4,8.6,8.4,8.6,7.8,8.6,8.2,8.4,8.4,8.2,8.6,7.6,8.2,25.22
Karate1 Series A - Santiago 2020,Male Kata R4 Bronze Medal Match 1, 1 / 1,ALMOSAWI SAYED MOHAMMED,KUW,041 Kanku Sho,8.0,8.2,8.4,8.6,8.4,7.6,8.8,8.0,8.2,8.2,8.8,8.4,7.4,8.6,24.94
Karate1 Series A - Santiago 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,GOKTAS EMRE VEFA,TUR,021 Gojushiho Sho,8.4,8.2,8.8,9.0,8.6,8.8,8.4,8.4,9.0,9.0,8.8,8.8,8.8,8.4,25.98
Karate1 Series A - Santiago 2020,Male Kata R4 Bronze Medal Match 2, 1 / 1,TORRES GUTIERREZ ARIEL,USA,048 Kusanku,8.2,8.0,8.4,7.8,7.8,7.8,7.4,8.2,8.6,8.4,7.6,8.0,7.8,7.6,23.72
Karate1 Series A - Santiago 2020,Male Kata R4 Gold Medal Match, 1 / 1,SOFUOGLU ALI,TUR,021 Gojushiho Sho,8.6,8.8,8.8,8.2,9.6,9.6,8.6,8.8,8.6,9.0,8.2,9.4,9.6,8.6,26.26
Karate1 Series A - Santiago 2020,Male Kata R4 Gold Medal Match, 1 / 1,OZDEMIR ENES,TUR,015 Gankaku,8.2,8.2,8.4,8.6,9.2,9.0,8.0,8.4,8.0,8.8,8.6,9.0,9.0,8.0,25.38
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,WEVER DENISE,GUA,002 Anan Dai,6.8,7.2,7.4,7.8,7.8,7.0,7.4,6.8,7.0,7.0,7.6,7.4,7.0,7.2,21.76
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,AMATO CAROLINA,ITA,002 Anan Dai,7.8,7.4,7.8,7.6,7.8,7.2,7.6,7.8,7.2,7.8,7.8,7.8,7.2,7.2,22.94
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,MESZARO ZOE,USA,Suparinpei,7.0,7.4,7.6,8.0,7.8,7.4,8.2,7.4,7.0,7.6,7.6,7.6,7.4,7.8,22.74
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,CHIEN HUI-HSUAN,TPE,001 Anan,7.6,7.6,8.0,7.8,8.0,7.4,7.8,7.4,7.4,8.2,8.0,7.8,7.2,7.6,23.08
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,BECHANE IRENE,MOZ,068 Papuren,7.0,7.0,6.8,6.8,7.6,7.2,7.2,7.0,6.8,6.8,6.8,7.4,7.4,6.8,21.02
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,CALDERON OSORIO CAMILA,CHI,009 Chibana No Kushanku,7.2,7.0,7.0,7.2,7.4,7.4,6.8,7.2,7.0,7.4,7.0,7.2,7.4,6.6,21.4
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,PULIDO SULBARAN ANGIE,CHI,067 Paiku,7.4,7.4,7.2,6.8,7.0,7.4,7.4,7.4,7.2,7.0,7.0,7.0,7.4,7.2,21.82
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,HYPOLITO NAOMI,BRA,020 Gojushiho Dai,8.4,7.8,8.0,7.8,7.8,7.4,7.8,8.2,7.6,8.0,8.2,7.8,7.2,7.6,23.4
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,LOAIZA CAROLINA,COL,015 Gankaku,7.6,7.0,7.4,7.0,7.2,7.2,7.4,7.2,6.8,7.2,6.8,7.0,7.4,7.2,21.68
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,SALCEDO HERMOZA SAIDA KARLEN,PER,099 Unsu,8.6,7.8,7.8,8.2,8.0,7.4,8.0,8.6,7.6,7.6,8.0,7.8,7.4,7.6,23.56
Karate1 Series A - Santiago 2019,Female Kata, 1 / 8,IWAMOTO EMIRI,JPN,001 Anan,8.8,8.4,8.2,8.4,8.2,7.8,8.4,8.8,8.2,8.2,8.6,8.0,7.8,8.2,24.88
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,COLAK KEYDA NUR,TUR,001 Anan,7.0,7.8,7.8,7.4,7.8,7.8,7.6,7.0,7.6,8.0,7.8,7.6,7.8,7.4,23.14
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,AFSANEH MAHSA,IRI,009 Chibana No Kushanku,8.0,7.8,7.8,8.2,8.2,8.0,8.2,8.0,7.8,8.2,8.4,8.0,7.8,8.0,24.14
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,ALMARZA ROSA,PER,020 Gojushiho Dai,7.2,7.6,8.0,7.6,7.8,7.4,7.8,7.4,7.4,8.0,7.8,7.6,7.4,7.8,22.94
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,PEREZ TAPIA CATALINA,CHI,021 Gojushiho Sho,6.6,7.0,7.0,6.8,7.4,7.2,7.4,6.4,6.8,6.8,6.6,7.2,7.0,7.2,21.02
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,AZUMA SAEKO,JPN,008 Chatanyara Kushanku,7.6,8.0,8.2,8.2,8.2,8.2,8.6,7.6,7.8,8.0,8.0,8.0,8.0,8.4,24.42
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,RODRIGUEZ ENCABO LIDIA,ESP,068 Papuren,8.2,8.2,8.2,8.0,8.2,8.0,8.2,7.8,8.0,8.2,7.8,8.0,8.0,8.0,24.42
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,MONSALVE GUZMAN ALEXANDRA NOEMI,CHI,008 Chatanyara Kushanku,7.2,7.4,6.8,7.0,7.4,8.0,7.6,6.8,7.2,6.6,6.6,7.2,7.8,7.2,21.76
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,SCHOPCHAKI THAINAN,BRA,068 Papuren,7.2,7.4,7.8,7.0,7.2,8.0,7.8,7.2,7.2,7.6,6.8,7.0,8.0,7.6,22.28
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,CHAIKA VALERIA,RUS,020 Gojushiho Dai,7.8,7.8,7.6,7.6,7.6,8.0,8.2,7.8,7.6,7.4,7.6,7.4,7.8,8.0,23.14
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,KOKUBO URARA,JPN,Suparinpei,8.4,8.2,8.0,7.8,7.8,8.4,8.4,8.4,8.0,7.8,8.0,7.8,8.4,8.4,24.54
Karate1 Series A - Santiago 2019,Female Kata, 2 / 8,BOTTARO VIVIANA,ITA,002 Anan Dai,8.6,8.6,8.2,8.2,8.0,8.2,8.2,8.6,8.4,8.4,8.2,8.0,8.0,8.2,24.66
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,LE BORGNE MARINE,FRA,092 Suparinpei,6.8,7.2,7.8,7.4,7.4,7.2,7.4,6.6,7.0,7.6,7.2,7.2,6.8,7.2,21.82
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,VEGA KIMMY,CHI,099 Unsu,6.4,6.8,7.0,7.2,6.6,6.8,6.8,6.2,6.6,6.8,7.0,6.8,6.4,6.6,20.28
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,LO SUM MAN,HKG,068 Papuren,7.6,7.6,8.0,7.6,8.0,7.6,7.6,7.8,7.4,7.8,7.4,8.2,7.4,7.8,22.86
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,ORTIZ HEYDI,PER,092 Suparinpei,8.4,7.4,7.2,7.4,7.8,7.6,7.8,8.2,7.4,7.0,7.2,7.4,7.4,8.0,22.62
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,YANAGISAWA KAZUKI,JPN,008 Chatanyara Kushanku,8.0,7.8,7.8,7.6,7.4,7.2,8.2,7.8,7.6,7.4,7.6,7.2,6.6,8.2,23.02
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,TEIXEIRA THAYANE NESI,BRA,015 Gankaku,7.2,7.4,7.0,7.4,8.0,7.8,6.6,7.0,7.4,6.8,7.4,7.8,6.6,6.4,21.76
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,ISHIBASHI SAORI,JPN,020 Gojushiho Dai,8.8,7.8,8.2,7.6,7.8,8.0,8.2,8.8,7.8,7.8,7.6,8.0,7.8,8.4,23.88
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,FERRACUTI EVA,ITA,009 Chibana No Kushanku,8.0,7.6,7.8,7.4,7.8,7.8,7.4,8.2,7.4,7.4,7.2,7.8,7.4,7.6,22.96
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,HERNANDEZ EMILY,CHI,019 Gojushiho,5.8,6.8,6.6,7.0,6.8,6.8,6.0,5.6,6.6,6.0,6.8,6.6,6.4,6.0,19.84
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,LOPEZ PINTADO MARIA,ESP,008 Chatanyara Kushanku,8.2,7.8,7.8,7.6,7.6,7.4,7.6,8.2,7.8,7.4,7.4,7.8,7.4,7.4,22.88
Karate1 Series A - Santiago 2019,Female Kata, 3 / 8,KOKUMAI SAKURA,USA,047 Kururunfa,9.0,8.4,8.2,7.6,7.6,7.8,8.2,8.8,8.2,8.0,7.6,7.8,7.4,8.2,24.14
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,CIESA ALICESOFIA,ITA,020 Gojushiho Dai,7.8,7.4,7.4,7.4,7.6,7.2,7.0,7.6,7.0,7.0,7.2,7.2,6.8,6.8,21.9
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,LAOS-LOO CLAUDIA,CAN,068 Papuren,8.2,7.8,7.6,7.6,7.8,7.8,7.0,8.2,7.8,7.4,7.4,7.6,7.6,7.4,23.02
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,DIMPLE SURAPANENI,IND,068 Papuren,5.6,6.2,5.8,7.0,6.6,6.6,6.6,5.6,6.0,5.4,6.8,6.2,6.2,6.4,19.1
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,QUEVEDO ANDREA,VEN,099 Unsu,7.0,6.6,6.6,7.4,7.8,6.8,7.0,7.2,6.4,6.2,7.2,7.0,6.4,6.8,20.62
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,ORBE CRISTINA,ECU,020 Gojushiho Dai,8.2,8.4,7.0,7.6,8.0,8.0,7.6,8.4,8.0,6.6,7.4,8.2,6.6,7.8,23.48
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,DE LA RUE VILLALPANDO CINTHIA,MEX,002 Anan Dai,8.8,8.2,8.2,7.6,8.2,8.0,7.0,8.8,8.2,8.0,7.6,7.8,7.6,6.8,24.1
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,ANACAN ALEXANDREA,NZL,068 Papuren,8.6,8.6,8.4,7.6,7.0,7.8,8.0,8.6,8.6,7.8,7.4,7.4,7.6,8.0,23.96
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,XENOU GEORGIA ARCHONTIA,GRE,092 Suparinpei,8.0,8.0,8.0,7.6,7.4,7.4,8.0,7.8,8.0,7.6,7.4,7.0,6.8,8.2,23.36
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,CARDENAS GUENUMAN JAVIERA CATALINA,CHI,019 Gojushiho,6.2,6.0,5.0,7.0,6.2,6.4,6.0,6.0,5.8,5.0,6.8,6.0,6.0,6.0,18.28
Karate1 Series A - Santiago 2019,Female Kata, 4 / 8,TAIRA SAE,JPN,015 Gankaku,8.4,8.0,8.6,7.4,8.4,8.0,7.4,8.0,8.0,8.2,7.2,7.6,7.4,7.6,24.04
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,UMEKAGE YUI,JPN,047 Kururunfa,8.4,8.4,7.4,7.8,7.8,7.8,7.8,8.2,8.2,7.6,7.8,7.6,7.6,8.2,23.46
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,REALE FRANCESCA,ITA,021 Gojushiho Sho,7.8,7.4,7.4,7.0,7.6,7.8,7.6,8.4,7.2,7.4,7.2,8.0,8.0,7.8,22.78
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,SCORDO SANDY,FRA,099 Unsu,8.2,8.2,8.0,7.8,7.4,8.2,8.0,8.4,8.2,8.0,7.4,7.6,8.2,8.2,24.26
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,PEREIRA CAROLAINI ZEFINO,BRA,015 Gankaku,7.2,7.6,7.4,8.2,7.2,8.0,7.6,7.0,7.4,7.2,8.0,7.2,8.0,7.4,22.42
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,KWONG JESSICA,USA,001 Anan,8.2,8.0,7.8,8.0,8.0,8.0,8.0,8.2,8.0,8.0,7.8,8.2,8.2,8.2,24.12
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,QUEZADA POBLETE ROCIO,CHI,001 Anan,6.8,6.8,7.2,7.6,6.8,6.6,6.8,6.6,6.8,7.0,7.2,6.8,6.6,6.6,20.34
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,BAILLARGEON MELISSA,CAN,008 Chatanyara Kushanku,7.8,7.0,7.4,7.6,7.4,7.6,7.6,7.6,7.4,7.2,7.8,7.4,7.6,7.6,22.6
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,ORDONEZ NICOLE,ECU,020 Gojushiho Dai,7.8,7.8,7.2,7.6,7.2,7.6,7.6,7.8,7.6,7.0,7.6,7.4,7.8,7.8,22.86
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,WIGG HOLLY,NZL,068 Papuren,7.2,7.0,7.8,7.6,7.2,7.2,7.4,7.4,7.4,8.0,7.6,7.2,7.0,7.4,21.92
Karate1 Series A - Santiago 2019,Female Kata, 5 / 8,ONO HIKARU,JPN,047 Kururunfa,8.6,8.8,8.4,8.2,8.2,8.2,8.4,8.4,8.8,8.2,8.0,8.2,8.4,8.6,25.0
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,ONO MAHO,JPN,001 Anan,8.6,8.4,8.0,8.6,8.0,7.6,8.4,8.6,8.6,8.0,8.4,8.2,7.8,8.6,24.92
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,SCHOPCHAKI THAWANNA,BRA,002 Anan Dai,7.0,7.6,7.8,8.2,7.0,6.8,6.8,6.8,7.8,7.8,8.0,7.0,6.8,7.0,21.66
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,ARANDA JAVES INGRID LIZBETH,PER,092 Suparinpei,7.6,7.6,8.2,8.4,8.0,6.6,6.6,7.6,7.8,8.4,8.4,8.6,6.8,7.4,23.38
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,MORENO VALDEBENITO PAULINA,CHI,092 Suparinpei,6.8,7.0,6.0,7.4,6.0,6.0,6.2,6.6,6.8,6.0,7.2,6.2,6.0,6.0,18.94
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,MARK MELINDA,SUI,008 Chatanyara Kushanku,7.8,7.8,7.8,8.2,8.6,7.2,7.6,7.8,8.0,7.8,8.2,8.6,7.2,7.8,23.46
Karate1 Series A - Santiago 2019,Female Kata, 6 / 8,ROY RUBIO RAQUEL,ESP,002 Anan Dai,8.2,8.2,7.8,8.4,8.0,7.4,8.4,8.0,8.0,8.0,8.4,8.0,7.4,8.2,24.28
