Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,NGUYEN THI PHUONG,VIE,002 Anan Dai,7.4,7.2,7.6,7.8,8.4,7.2,6.8,7.2,7.2,7.8,8.0,8.4,7.0,6.8,22.2
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,BAGHERY BAZARDEH NEGIN,IRI,068 Papuren,6.6,6.8,7.0,7.6,7.2,7.8,7.4,6.8,7.0,6.6,7.8,7.6,7.6,7.4,21.72
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,RIZZO MICHELA,ITA,008 Chatanyara Kushanku,6.2,6.6,6.2,7.4,7.4,6.6,7.0,6.0,7.2,6.2,7.6,7.0,6.6,7.0,20.32
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,ARMADA RUIZ ANDREA,VEN,078 Sansai,6.8,7.0,6.0,8.0,7.6,7.6,6.6,6.4,7.0,6.4,7.8,7.4,7.4,6.6,21.28
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,BALCIAROVA DOROTA,SVK,068 Papuren,8.0,8.0,7.8,8.2,7.8,7.0,7.2,7.6,7.8,7.2,8.0,7.6,7.2,7.2,23.24
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,MISKOVA VERONIKA,CZE,068 Papuren,8.4,8.6,7.2,7.4,8.0,8.0,8.0,7.8,8.4,7.4,7.6,8.0,8.0,8.0,23.94
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,RODRIGUEZ ENCABO LIDIA,ESP,002 Anan Dai,8.6,6.6,8.0,8.4,8.4,8.2,7.8,8.2,6.8,8.4,8.6,8.2,8.4,7.8,24.66
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,MANTY BESS,FIN,068 Papuren,7.8,8.4,7.4,7.4,6.8,6.4,8.2,7.6,8.4,7.4,7.6,7.0,6.4,8.2,22.6
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,FURSAVA MARYIA,BLR,002 Anan Dai,8.0,7.6,6.8,7.8,7.6,6.8,7.8,7.2,7.2,7.0,7.6,7.4,6.8,7.8,22.64
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,PIVI LISA,ITA,002 Anan Dai,6.4,6.6,6.4,8.4,7.2,6.6,8.6,6.4,7.0,6.4,8.2,7.6,6.6,8.6,20.64
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,PAYNE NATALIE,ENG,068 Papuren,6.6,8.4,7.0,8.6,7.8,8.4,8.4,6.8,8.2,7.2,8.4,8.0,8.2,8.4,24.54
Karate1 Premier League - Salzburg 2020,Female Kata, 1 / 4,JUETTNER JASMIN,GER,092 Suparinpei,8.8,8.8,7.6,8.6,8.4,8.0,8.8,8.4,8.6,7.0,8.4,8.4,8.0,8.8,25.62
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,D ONOFRIO TERRYANA,ITA,002 Anan Dai,8.0,7.8,7.8,8.6,7.6,7.4,7.4,8.0,7.8,7.8,8.4,7.8,7.6,7.4,23.26
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,FABREGAS-ECEIZA I ARAKI FRANCESCA,ESP,001 Anan,7.4,7.4,7.2,7.2,6.2,7.8,7.2,7.4,7.6,7.0,7.0,6.2,8.0,7.2,21.74
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,MLADEZIC BOJANA,SRB,015 Gankaku,7.2,8.0,7.6,7.6,6.8,8.0,7.0,7.2,7.8,7.6,7.4,6.6,7.8,7.0,22.34
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,SCORDO SANDY,FRA,099 Unsu,8.2,8.2,7.4,7.8,7.2,8.0,7.6,8.0,8.0,7.2,7.6,7.4,8.2,7.6,23.34
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,VAN LOKVEN SAMANTHA,NED,068 Papuren,7.0,7.6,6.8,7.4,6.8,6.8,7.2,7.0,7.8,6.8,7.2,6.8,7.0,7.0,21.0
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,KOKUMAI SAKURA,USA,009 Chibana No Kushanku,8.4,8.8,8.6,8.4,7.8,8.2,8.0,8.4,8.6,8.6,8.2,8.0,8.6,8.0,25.06
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,ESPARTEIRO PATRICIA,POR,064 Ohan Dai,7.6,7.8,7.6,7.8,6.6,7.6,7.6,7.4,7.6,7.8,7.6,6.6,7.8,7.4,22.74
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,ANACAN ALEXANDREA,NZL,064 Ohan Dai,7.8,8.4,8.2,8.2,6.8,8.0,7.8,7.8,8.6,8.2,8.0,7.2,8.4,7.4,24.0
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,DIMITROVA MARIA,DOM,002 Anan Dai,7.8,8.2,8.0,8.0,8.0,7.6,7.2,8.0,8.4,8.0,7.8,7.8,7.8,7.4,23.74
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,MARK MELINDA,SUI,008 Chatanyara Kushanku,7.8,7.4,7.6,8.0,6.0,7.0,7.4,7.6,7.4,7.8,8.0,6.4,6.8,7.6,22.46
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,TARARATTANAKUL MONSICHA ,THA,092 Suparinpei,7.8,7.6,8.0,7.8,6.6,7.2,8.4,7.6,7.8,8.0,7.6,7.0,7.4,8.4,23.14
Karate1 Premier League - Salzburg 2020,Female Kata, 2 / 4,KIUK VLATKA,CRO,001 Anan,7.6,7.4,7.8,7.4,7.4,7.6,7.8,7.6,7.4,7.6,7.2,7.2,7.8,7.6,22.6
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,BRAZDOVA EMA,SVK,002 Anan Dai,7.4,7.4,6.8,6.6,7.6,7.0,7.2,7.2,7.6,7.2,6.4,7.0,6.8,6.8,21.42
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,ESCUDERO SOLIS NURIA,ESP,002 Anan Dai,6.8,7.6,7.6,7.2,7.0,7.6,7.4,7.6,7.8,7.4,7.0,7.4,7.6,7.2,22.26
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,KWONG JESSICA,USA,002 Anan Dai,8.6,6.8,8.2,7.6,8.0,7.6,7.6,8.6,7.0,8.0,7.4,7.8,7.4,7.2,23.02
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,WONG ADA,KOR,002 Anan Dai,7.8,7.4,7.0,6.8,7.2,7.4,7.6,8.2,7.6,7.2,7.0,7.6,7.8,7.6,22.24
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,AGALMAM SANAE,MAR,015 Gankaku,8.2,7.4,7.4,7.8,7.8,7.6,7.8,8.4,7.6,7.8,7.6,8.2,8.0,7.2,23.26
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,ONO HIKARU,JPN,047 Kururunfa,8.8,7.8,8.6,8.6,8.4,8.4,8.4,9.0,8.0,8.4,8.4,8.6,8.4,8.4,25.34
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,STERCK LAURA,HUN,001 Anan,7.6,6.8,7.0,6.8,7.2,6.8,7.6,7.2,6.6,7.4,6.6,7.4,7.4,7.4,21.3
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,BECHANE IRENE,MOZ,092 Suparinpei,6.4,6.6,5.8,6.2,6.8,6.4,6.4,6.0,6.4,6.4,6.0,6.8,6.0,6.2,19.02
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,PEZZETTI MICHELA,ITA,061 Nipaipo,8.4,7.8,7.8,7.0,8.0,8.0,7.2,8.4,7.6,7.4,6.6,8.4,7.8,7.0,23.36
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,GARCIA LOZANO MARTA,ESP,068 Papuren,7.8,7.2,8.4,7.6,7.2,8.2,7.4,8.4,7.6,8.0,7.2,7.8,8.0,7.2,22.98
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,ARANDA JAVES INGRID LIZBETH,PER,099 Unsu,7.6,7.2,8.0,7.2,6.8,7.2,7.8,8.0,7.0,8.2,6.8,7.2,8.0,7.6,22.24
Karate1 Premier League - Salzburg 2020,Female Kata, 3 / 4,LAU MO SHEUNG GRACE,HKG,097 Tomari Bassai,8.2,7.4,8.2,8.4,8.4,7.6,8.2,8.6,7.8,8.4,8.2,8.4,8.0,8.0,24.6
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,ROY RUBIO RAQUEL,ESP,068 Papuren,7.6,7.4,7.4,7.4,8.2,7.8,7.8,7.4,7.2,7.4,7.2,8.2,7.6,7.6,22.68
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,NGO HA THI,CAN,001 Anan,7.4,7.8,7.8,7.8,7.6,8.0,8.2,7.2,7.6,7.8,7.6,8.0,7.8,8.2,23.34
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,GALASSI MATILDE,ITA,002 Anan Dai,7.2,7.0,6.8,7.6,7.2,7.6,7.4,7.0,7.2,6.6,7.2,7.4,7.4,7.2,21.74
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,RADULOVIC BISERKA,MNE,020 Gojushiho Dai,7.0,6.8,6.4,7.4,6.8,8.2,7.4,7.4,6.6,6.6,7.0,7.2,7.8,7.4,21.32
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,WIENINGER KRISTIN,AUT,068 Papuren,6.8,7.0,6.6,7.4,6.6,7.4,7.4,7.0,7.2,6.6,6.8,6.8,7.2,7.0,21.08
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,ELTEMUR DILARA,TUR,002 Anan Dai,7.8,8.6,7.8,8.0,8.4,8.4,8.4,7.6,8.4,7.6,7.8,8.6,8.2,8.4,24.68
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,SAYED SARAH,EGY,002 Anan Dai,7.6,7.8,6.4,7.4,7.0,8.2,7.2,8.0,7.4,6.2,7.0,7.4,8.0,7.0,22.08
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,CASALE CAROLA,ITA,002 Anan Dai,8.0,8.2,7.8,8.2,8.0,8.6,8.2,7.8,8.2,7.6,8.0,7.8,8.4,8.0,24.22
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,CUKANOVA MICHAELA,SVK,008 Chatanyara Kushanku,6.6,6.2,6.2,7.2,7.4,7.2,7.4,6.6,6.0,6.2,6.8,6.8,7.0,7.2,20.76
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,SADEGHI DASTAK FATEMEH,IRI,068 Papuren,7.8,8.0,8.0,8.4,8.2,8.6,7.8,8.0,8.2,7.8,8.2,8.6,8.4,7.4,24.26
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,AUGUSTINOVA ZUZANA,CZE,015 Gankaku,6.8,7.2,6.8,8.0,7.6,7.6,7.8,6.6,7.4,6.4,7.6,7.2,7.2,7.2,22.16
Karate1 Premier League - Salzburg 2020,Female Kata, 4 / 4,SANCHEZ JAIME SANDRA,ESP,047 Kururunfa,9.2,8.8,9.2,8.8,8.8,9.0,8.4,9.2,9.0,9.2,8.6,8.6,8.6,8.4,26.48
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,ANACAN ALEXANDREA,NZL,068 Papuren,7.8,8.0,7.4,7.4,8.2,8.0,8.0,7.6,7.8,7.6,7.2,8.2,8.0,8.4,23.68
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,KOKUMAI SAKURA,USA,092 Suparinpei,8.2,7.8,7.2,8.4,8.6,8.4,8.4,8.0,7.6,7.4,8.2,8.6,8.4,8.2,24.82
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,DIMITROVA MARIA,DOM,068 Papuren,7.6,8.4,7.0,7.6,7.8,7.6,7.8,7.4,8.2,7.2,7.2,7.6,7.6,7.8,22.88
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,RODRIGUEZ ENCABO LIDIA,ESP,008 Chatanyara Kushanku,8.4,7.6,7.8,8.2,8.4,7.8,8.2,8.2,7.6,8.0,8.2,8.4,7.8,8.0,24.2
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,MISKOVA VERONIKA,CZE,047 Kururunfa,7.8,7.8,6.8,7.8,8.0,7.4,7.6,7.8,7.4,7.0,7.6,7.8,7.8,8.2,23.2
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,JUETTNER JASMIN,GER,078 Sansai,8.0,8.2,7.6,8.6,8.0,8.0,8.0,8.0,7.8,7.8,8.2,8.0,8.2,8.2,24.06
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,SCORDO SANDY,FRA,020 Gojushiho Dai,7.8,8.0,7.0,8.0,8.2,7.6,7.0,7.6,8.0,7.0,8.4,8.0,7.8,6.8,23.4
Karate1 Premier League - Salzburg 2020,Female Kata R2-G1, 1 / 1,PAYNE NATALIE,ENG,008 Chatanyara Kushanku,7.6,7.6,7.2,7.8,7.4,7.4,7.4,7.4,7.4,7.4,7.8,7.6,7.8,7.4,22.4
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,PEZZETTI MICHELA,ITA,067 Paiku,8.0,7.6,7.6,7.6,7.0,8.8,7.8,7.8,7.8,7.6,7.0,6.8,8.6,7.8,23.06
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,ELTEMUR DILARA,TUR,068 Papuren,8.0,8.2,8.0,8.4,8.4,8.8,7.6,8.0,8.0,8.0,8.2,8.2,9.0,8.0,24.48
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,SANCHEZ JAIME SANDRA,ESP,092 Suparinpei,8.4,8.8,8.6,7.2,9.0,9.4,8.6,8.4,8.8,8.4,7.2,8.8,9.6,8.2,25.88
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,ONO HIKARU,JPN,008 Chatanyara Kushanku,8.4,8.6,8.4,8.2,8.8,9.6,8.4,8.2,8.8,8.4,8.0,8.6,9.8,8.6,25.46
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,LAU MO SHEUNG GRACE,HKG,068 Papuren,8.2,8.0,8.2,8.4,8.6,9.0,7.4,8.2,8.2,8.4,8.0,8.4,9.2,8.0,24.8
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,AGALMAM SANAE,MAR,041 Kanku Sho,8.2,7.0,8.2,7.6,8.0,9.6,7.2,8.0,7.4,8.2,7.8,7.8,9.4,7.8,23.74
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,CASALE CAROLA,ITA,008 Chatanyara Kushanku,7.8,7.4,7.6,8.0,7.6,8.8,7.6,8.0,6.8,7.4,7.2,7.8,9.0,7.6,22.94
Karate1 Premier League - Salzburg 2020,Female Kata R2-G2, 1 / 1,SADEGHI DASTAK FATEMEH,IRI,008 Chatanyara Kushanku,8.2,6.6,7.8,7.8,7.6,9.0,8.0,8.4,7.0,7.8,8.0,7.4,8.6,8.6,23.78
Karate1 Premier League - Salzburg 2020,Female Kata R3-G1, 1 / 1,JUETTNER JASMIN,GER,099 Unsu,8.6,8.0,8.2,8.4,8.4,8.4,8.2,8.6,8.0,8.2,8.4,8.4,8.2,8.0,24.94
Karate1 Premier League - Salzburg 2020,Female Kata R3-G1, 1 / 1,KOKUMAI SAKURA,USA,068 Papuren,8.8,8.6,8.8,9.0,8.2,8.8,8.6,9.0,8.6,8.8,9.0,8.2,8.6,8.4,26.14
Karate1 Premier League - Salzburg 2020,Female Kata R3-G1, 1 / 1,RODRIGUEZ ENCABO LIDIA,ESP,068 Papuren,8.4,8.2,8.6,8.6,7.8,8.6,8.4,8.6,8.2,8.6,8.6,7.8,8.4,8.2,25.34
Karate1 Premier League - Salzburg 2020,Female Kata R3-G1, 1 / 1,ANACAN ALEXANDREA,NZL,063 Ohan,8.6,7.8,8.4,8.8,8.0,8.2,8.2,8.4,8.0,8.4,8.8,8.0,8.0,8.2,24.74
Karate1 Premier League - Salzburg 2020,Female Kata R3-G2, 1 / 1,ELTEMUR DILARA,TUR,008 Chatanyara Kushanku,8.6,7.6,8.0,7.8,7.6,8.2,8.2,8.4,8.2,8.2,8.4,8.6,8.2,8.4,24.3
Karate1 Premier League - Salzburg 2020,Female Kata R3-G2, 1 / 1,LAU MO SHEUNG GRACE,HKG,008 Chatanyara Kushanku,8.8,8.0,8.2,8.2,8.4,8.4,8.6,8.6,8.0,8.2,8.0,8.6,8.4,8.4,25.0
Karate1 Premier League - Salzburg 2020,Female Kata R3-G2, 1 / 1,ONO HIKARU,JPN,092 Suparinpei,9.4,8.4,8.4,8.4,8.6,8.6,9.0,9.2,8.4,8.2,8.6,8.4,8.4,8.8,25.54
Karate1 Premier League - Salzburg 2020,Female Kata R3-G2, 1 / 1,SANCHEZ JAIME SANDRA,ESP,068 Papuren,9.2,8.6,8.4,8.6,8.8,8.6,9.4,9.0,8.6,8.4,9.0,8.8,8.6,8.6,26.0
Karate1 Premier League - Salzburg 2020,Female Kata R4 Bronze Medal Match 1, 1 / 1,RODRIGUEZ ENCABO LIDIA,ESP,001 Anan,8.4,8.2,8.4,8.0,8.2,8.2,7.8,8.6,8.0,8.0,8.2,8.2,8.0,8.2,24.54
Karate1 Premier League - Salzburg 2020,Female Kata R4 Bronze Medal Match 1, 1 / 1,LAU MO SHEUNG GRACE,HKG,092 Suparinpei,9.0,8.6,8.8,8.4,8.4,8.6,8.0,8.8,8.2,8.6,8.4,8.4,8.4,8.4,25.48
Karate1 Premier League - Salzburg 2020,Female Kata R4 Bronze Medal Match 2, 1 / 1,JUETTNER JASMIN,GER,020 Gojushiho Dai,8.4,8.4,7.8,8.2,8.2,8.0,8.4,8.6,8.2,8.0,8.2,8.2,7.8,8.6,24.74
Karate1 Premier League - Salzburg 2020,Female Kata R4 Bronze Medal Match 2, 1 / 1,ONO HIKARU,JPN,068 Papuren,9.2,8.8,8.6,8.6,8.6,9.0,9.0,9.4,8.6,8.4,8.6,8.4,8.8,9.2,26.28
Karate1 Premier League - Salzburg 2020,Female Kata R4 Gold Medal Match, 1 / 1,KOKUMAI SAKURA,USA,064 Ohan Dai,9.0,8.8,8.6,8.4,8.4,8.4,8.4,8.6,8.6,8.4,8.2,8.2,8.6,8.4,25.4
Karate1 Premier League - Salzburg 2020,Female Kata R4 Gold Medal Match, 1 / 1,SANCHEZ JAIME SANDRA,ESP,008 Chatanyara Kushanku,9.4,9.4,9.0,8.8,8.8,9.6,8.6,9.4,9.4,9.2,8.6,9.2,9.6,8.6,27.38
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,GHINAMI ALESSIO,ITA,021 Gojushiho Sho,7.8,7.8,7.8,7.4,7.6,7.0,7.0,8.4,7.8,8.0,7.8,7.8,6.8,7.0,22.98
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,SMOLIGA JULIAN ENRIK,SVK,001 Anan,7.8,6.8,7.4,6.8,7.4,6.8,7.2,7.6,6.8,7.4,7.2,7.2,6.6,7.2,21.46
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,NAGY BOTOND,HUN,002 Anan Dai,8.2,7.2,8.2,7.4,7.8,7.4,7.8,8.4,7.4,8.0,7.0,7.4,7.2,7.8,22.88
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,CAEIROS JORGE,POR,015 Gankaku,7.2,6.6,7.2,7.2,7.4,7.2,7.4,7.0,6.4,7.2,6.6,7.2,7.0,7.4,21.48
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,DIAZ ANTONIO,VEN,001 Anan,8.8,8.4,8.0,8.0,8.4,8.4,7.6,8.2,8.0,8.2,8.2,8.2,8.2,7.6,24.74
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,PETRONI GABRIELE,ITA,002 Anan Dai,7.4,7.6,7.8,6.6,7.4,7.8,8.0,7.2,7.8,8.2,7.4,7.0,7.6,8.0,22.8
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,TOZAKI GAKUJI,USA,002 Anan Dai,7.6,8.8,8.4,7.6,8.2,8.2,8.2,8.0,8.6,8.4,8.4,8.4,8.2,8.2,24.72
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,RZAEV MEHMAN,RUS,021 Gojushiho Sho,8.4,7.2,7.6,7.2,7.6,7.2,7.8,8.2,7.0,8.0,7.8,8.0,7.2,7.8,22.76
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,CARBONELL LOPEZ JOSE MANUEL,ESP,015 Gankaku,8.6,7.0,8.6,7.2,7.8,7.6,8.0,8.4,6.8,8.6,7.6,7.6,7.6,7.8,23.28
Karate1 Premier League - Salzburg 2020,Male Kata, 1 / 4,SOFUOGLU ALI,TUR,020 Gojushiho Dai,9.2,9.0,8.8,8.4,8.8,8.6,8.6,9.0,8.8,8.8,8.6,8.6,8.6,8.6,26.14
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,CHENG TSZ MAN CHRIS,HKG,002 Anan Dai,7.8,8.0,8.2,8.0,7.6,7.6,7.2,7.6,8.2,8.2,8.0,7.6,7.6,7.2,23.34
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,GOKTAS EMRE VEFA,TUR,041 Kanku Sho,8.4,8.4,8.4,7.8,7.8,8.4,8.6,8.2,8.4,8.4,8.0,7.8,8.4,8.6,25.14
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,UJIHARA YUKI,SUI,002 Anan Dai,8.0,7.6,7.6,7.4,7.2,7.4,6.8,7.8,7.8,7.6,7.6,7.4,7.4,7.0,22.46
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,SMORGUNER ILJA,GER,092 Suparinpei,8.2,8.8,7.6,8.6,8.4,8.0,8.4,8.0,8.8,7.8,8.4,8.2,8.2,8.4,24.94
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,ELHAKIMI ADNANE,MAR,099 Unsu,7.6,7.6,8.4,7.8,7.4,7.8,8.0,7.6,7.8,8.2,7.6,7.4,7.6,8.2,23.14
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,MONTARELLO ENZO,FRA,021 Gojushiho Sho,7.8,7.8,7.8,7.8,7.6,7.6,7.0,7.8,8.2,7.4,7.6,7.6,8.0,7.4,23.14
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,ALMOSAWI SAYED SALMAN,KUW,020 Gojushiho Dai,7.4,7.6,8.0,7.4,7.4,7.8,7.6,7.4,8.0,8.0,7.6,7.0,7.8,7.8,22.78
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,HEYDAROV ROMAN,AZE,099 Unsu,7.8,8.6,8.2,7.6,7.4,7.4,8.8,7.8,8.8,8.0,7.8,7.4,7.6,8.8,23.6
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,PETRILLO DANIELE,ITA,041 Kanku Sho,8.2,7.8,7.4,7.4,7.2,7.6,7.0,8.2,8.0,7.4,7.4,7.2,7.6,7.0,22.4
Karate1 Premier League - Salzburg 2020,Male Kata, 2 / 4,SHAWKY AHMED,EGY,021 Gojushiho Sho,7.6,8.0,8.6,8.0,8.0,8.2,8.0,7.6,8.2,8.6,8.0,7.8,8.4,8.0,24.06
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,FABIAN PETER,SVK,068 Papuren,6.6,7.8,7.2,8.0,7.8,7.6,7.4,7.4,7.8,8.2,8.0,8.0,7.6,7.6,22.98
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,STOWELL MASON,USA,002 Anan Dai,7.6,8.0,7.6,7.8,7.8,7.2,7.8,8.0,7.8,8.4,8.0,7.6,7.4,7.8,23.32
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,HOSHI ISAAC,NZL,002 Anan Dai,7.8,7.6,7.4,7.8,7.2,8.0,8.0,8.0,7.6,8.0,7.8,7.4,8.0,7.8,23.32
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,GALAN LOPEZ SERGIO,ESP,002 Anan Dai,7.4,7.2,7.6,8.2,7.8,8.6,8.6,8.4,7.6,8.6,8.2,8.0,8.4,8.4,24.02
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,MOTO KAZUMASA,JPN,020 Gojushiho Dai,8.6,8.6,8.8,8.4,8.0,9.4,8.0,8.2,8.6,8.8,8.2,8.2,9.0,8.0,25.42
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,ZARESTA YUDA AHMAD ZIGI,INA,099 Unsu,8.2,7.6,7.6,7.6,7.4,7.4,7.4,8.2,7.8,8.4,7.8,7.6,7.6,7.6,22.78
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,PARK HEEJUN,KOR,002 Anan Dai,7.2,7.6,7.4,8.2,7.8,7.8,8.0,8.2,7.8,8.4,8.4,7.6,8.2,7.8,23.5
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,IODICE ALESSANDRO,ITA,041 Kanku Sho,7.8,7.8,8.0,8.2,8.0,8.4,7.4,8.4,8.0,8.4,8.0,7.8,8.6,8.0,23.98
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,YUEN SHAUN,AUS,001 Anan,7.6,7.6,7.2,7.8,7.4,8.2,7.6,8.0,7.6,7.8,7.6,7.2,8.0,7.6,22.86
Karate1 Premier League - Salzburg 2020,Male Kata, 3 / 4,DACK VU DUC MINH,NCL,001 Anan,7.2,7.8,7.6,8.2,7.0,9.0,8.0,7.6,7.8,8.4,8.0,7.2,9.2,7.8,23.46
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,SUVAJCEVIC STEFAN,SRB,015 Gankaku,7.6,7.2,7.2,7.8,7.4,7.2,7.2,7.8,7.4,7.0,7.4,7.2,7.6,7.8,21.98
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,ENKAMP JESSE,FIN,002 Anan Dai,7.2,7.2,6.6,7.4,7.2,7.8,6.8,7.4,6.8,6.4,7.0,7.0,7.6,7.2,21.48
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,STELCL ADAM,SVK,068 Papuren,7.8,7.0,6.8,7.0,7.6,8.2,7.8,7.6,7.4,7.0,6.8,7.4,8.0,7.4,22.34
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,OZDEMIR ENES,TUR,021 Gojushiho Sho,8.6,8.0,8.2,8.2,8.2,8.8,8.4,8.6,8.2,8.0,8.0,8.0,9.0,8.4,24.74
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,BUSATO MATTIA,ITA,021 Gojushiho Sho,8.2,7.8,8.0,8.4,8.6,8.6,8.0,8.2,8.4,7.8,8.0,8.4,8.4,8.2,24.66
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,TORRES GUTIERREZ ARIEL,USA,002 Anan Dai,8.0,7.4,7.4,7.8,8.6,8.4,7.4,8.0,7.0,7.6,7.6,8.2,9.2,7.6,23.2
Karate1 Premier League - Salzburg 2020,Male Kata, 4 / 4,ALMOSAWI SAYED MOHAMMED,KUW,041 Kanku Sho,7.6,6.8,7.4,7.4,8.4,8.0,8.0,8.0,7.2,7.8,7.4,8.0,7.8,8.4,23.18
