Tournament,Category,Pool,Name,Nationality,Kata,TEC1,TEC2,TEC3,TEC4,TEC5,TEC6,TEC7,ATH1,ATH2,ATH3,ATH4,ATH5,ATH6,ATH7,Score
Karate1 Premier League - Rabat 2019,Male Kata, 5 / 8,SHAWKY AHMED,EGY,Gojushiho Sho,8.4,8.0,7.6,8.0,8.4,8.4,8.0,8.0,7.6,7.4,8.0,8.2,8.4,8.2,24.34
Karate1 Premier League - Rabat 2019,Male Kata, 5 / 8,ALASMARI MESFER,KSA,Gojushiho Sho,7.2,7.4,7.4,6.8,7.2,7.4,8.0,7.4,7.2,7.4,6.8,7.0,7.2,8.0,21.94
Karate1 Premier League - Rabat 2019,Male Kata, 5 / 8,MOTO KAZUMASA,JPN,Sansai,8.8,8.6,8.2,9.6,8.8,9.2,8.6,8.4,8.6,8.2,9.4,8.8,9.0,8.6,26.14
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,DU PLESSIS MICHAEL,RSA,Suparinpei,7.4,8.2,7.6,7.2,7.4,7.4,7.6,7.4,8.0,7.6,7.4,7.2,7.2,7.6,22.4
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,HORIBA YUHEI,JPN,Anan,8.2,8.6,8.4,8.6,7.6,8.6,8.0,8.2,8.2,8.4,8.6,7.4,9.0,8.2,25.08
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,WANG YI TA,TPE,Anan Dai,7.6,8.4,8.2,7.8,7.8,8.4,8.2,7.4,8.2,8.2,8.2,7.8,7.8,8.0,24.14
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,PARK HEEJUN,KOR,Papuren,7.8,8.2,8.0,7.6,8.0,8.8,7.8,8.0,8.0,8.0,8.2,7.6,8.8,7.6,23.86
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,ELHAKIMI ADNANE,MAR,Unsu,7.8,8.0,7.8,8.4,8.2,8.0,7.8,7.8,7.8,7.8,8.4,8.4,8.4,7.4,23.86
Karate1 Premier League - Rabat 2019,Male Kata, 6 / 8,SHIMBABA ISSEI,JPN,Anan Dai,8.6,8.4,8.8,9.0,8.6,9.0,8.4,8.6,8.0,8.8,8.8,8.6,8.8,8.0,26.0
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,MONTARELLO ENZO,FRA,Gojushiho Dai,7.2,8.2,7.4,7.0,7.4,7.8,8.0,7.2,8.0,7.6,7.2,7.2,8.0,7.8,22.6
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,KATESHOV MADI,KAZ,Gankaku,7.4,8.0,7.0,6.8,7.0,7.6,7.6,7.2,7.8,7.2,7.0,6.8,7.8,7.4,21.94
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,NISHIYAMA KAKERU,JPN,Anan Dai,8.0,8.4,7.6,7.8,8.6,7.8,8.6,7.8,8.2,7.8,7.6,8.8,8.2,8.6,24.2
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,YAKAN MEHMET,TUR,Anan,7.6,8.0,7.2,7.0,6.4,8.0,7.6,7.6,8.0,7.0,7.0,6.6,8.2,7.6,22.34
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,IODICE ALESSANDRO,ITA,Gankaku,7.6,7.8,7.4,7.4,6.8,7.8,7.8,7.4,7.8,7.4,7.4,7.2,8.0,7.8,22.74
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,ABE SAKICHI,JPN,Suparinpei,8.2,8.2,7.2,7.6,9.4,8.4,8.2,8.0,8.0,7.6,7.6,9.2,8.2,8.0,24.42
Karate1 Premier League - Rabat 2019,Male Kata, 7 / 8,SMORGUNER ILJA,GER,Chibana No Kushanku,7.8,8.0,7.4,7.0,8.6,8.0,7.8,7.4,8.0,7.0,7.2,8.2,8.0,7.6,23.42
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,GALLO GIANLUCA,ITA,Unsu,8.8,8.0,7.6,7.0,6.8,7.6,7.6,8.2,8.2,7.6,7.2,6.8,7.8,7.8,22.92
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,ELHANNI MOHAMMED,MAR,Unsu,8.4,7.8,8.2,6.4,6.0,8.0,7.2,8.0,8.2,8.4,7.6,6.0,8.2,7.0,23.24
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,LAU CHI MING,HKG,Suparinpei,8.0,7.8,7.8,6.8,6.6,7.4,7.4,7.8,7.4,7.8,6.4,6.4,7.2,7.4,22.42
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,ALMOSAWI SAYED MOHAMMED,KUW,Gankaku,8.2,7.4,7.6,6.0,7.6,7.6,7.2,8.2,7.4,7.6,6.2,7.6,7.0,7.0,22.42
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,TOZAKI GAKUJI,USA,Suparinpei,8.0,8.2,8.4,8.2,8.2,8.4,8.4,7.8,8.0,8.2,8.0,8.4,8.2,8.2,24.68
Karate1 Premier League - Rabat 2019,Male Kata, 8 / 8,KIYUNA RYO,JPN,Ohan,9.8,9.0,9.0,9.2,9.4,9.0,9.4,9.6,9.4,9.0,9.0,9.2,9.2,9.6,27.66
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,GHINAMI ALESSIO,ITA,Gojushiho Dai,7.6,8.2,8.2,6.8,8.6,7.8,7.6,7.6,8.4,8.0,6.8,8.4,7.8,7.6,23.54
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,DIAZ ANTONIO,VEN,Suparinpei,8.6,8.0,8.4,8.6,8.0,8.2,7.6,8.6,8.2,8.0,8.4,8.4,8.2,7.4,24.66
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,ARIMOTO KOJI,JPN,Sansai,7.6,8.6,7.8,8.4,8.8,7.8,8.0,7.4,8.6,7.8,8.8,8.8,7.8,7.8,24.2
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,HAYASHIDA CHIKASHI,JPN,Unsu,8.0,9.0,8.6,8.0,8.6,7.8,7.6,8.0,8.8,8.6,8.6,8.4,7.6,7.4,24.72
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,UCHIAGE TOSHIHIDE,CAN,Suparinpei,7.4,7.4,7.6,8.4,8.2,7.4,7.2,7.4,7.2,7.6,7.4,8.0,7.6,7.0,22.4
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,PETRONI GABRIELE,ITA,Anan Dai,7.2,7.8,8.2,8.8,8.4,8.6,7.6,7.4,7.8,8.4,8.6,8.8,8.4,7.6,24.46
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,KINJO ARATA,JPN,Anan Dai,8.0,8.4,9.0,8.4,8.8,8.6,7.6,8.0,8.6,9.2,8.4,8.8,8.6,7.4,25.46
Karate1 Premier League - Rabat 2019,Male Kata R2-G1, 1 / 1,SOFUOGLU ALI,TUR,Kanku Sho,8.6,8.8,9.6,9.0,9.0,8.4,8.2,8.6,9.4,9.8,9.2,8.8,8.0,8.0,26.46
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,SHAHRJERDI ABOLFAZL,IRI,Papuren,7.2,8.2,7.8,8.6,8.4,7.2,7.6,8.0,8.4,7.8,8.4,8.2,7.4,7.8,23.72
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,UEMURA TAKUYA,JPN,Anan Dai,6.8,8.0,7.2,8.2,8.6,7.2,7.4,7.6,7.8,7.4,8.2,8.4,7.4,7.4,22.66
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,SHIMOMURA SEREN,JPN,Ohan Dai,8.2,8.6,7.4,8.2,8.6,7.6,8.2,7.8,8.6,7.4,8.4,8.2,7.6,8.6,24.54
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,BUSATO MATTIA,ITA,Gojushiho Dai,8.0,8.4,8.4,8.2,8.2,7.4,8.6,8.2,8.6,8.6,8.2,8.0,7.2,8.8,24.86
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,ZARESTA YUDA AHMAD ZIGI,INA,Gankaku,7.4,8.2,8.0,8.4,8.4,7.2,8.0,8.0,8.6,7.8,8.4,8.0,7.4,8.4,24.26
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,OZDEMIR ENES,TUR,Gankaku,8.0,8.8,8.4,8.4,8.2,7.6,8.4,8.4,8.8,8.6,8.2,8.0,7.4,8.4,25.0
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,HIBI YUTA,JPN,Anan Dai,7.6,8.2,8.0,8.4,8.4,7.4,6.8,7.8,8.2,8.4,8.2,8.0,6.8,6.8,23.86
Karate1 Premier League - Rabat 2019,Male Kata R2-G2, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,Suparinpei,8.6,9.0,9.2,8.6,8.6,8.2,8.8,8.4,8.8,9.2,8.4,8.4,7.8,8.4,25.76
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,HUNG HO WAI HOWARD,HKG,Anan,7.8,8.0,7.4,7.6,8.0,8.4,7.8,8.2,8.2,7.8,7.8,8.0,8.0,8.0,23.72
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,SHAWKY AHMED,EGY,Gankaku,7.4,8.0,7.2,7.2,7.4,8.0,8.0,7.6,8.0,7.4,7.4,7.4,7.8,7.6,22.74
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,GOKTAS EMRE VEFA,TUR,Unsu,8.2,8.4,9.2,8.6,7.8,8.8,8.0,8.4,8.4,8.8,7.6,8.2,8.4,8.4,25.2
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,MOTO KAZUMASA,JPN,Unsu,8.6,8.6,9.4,9.2,9.6,8.6,8.6,8.4,8.4,9.2,9.0,9.6,8.4,8.6,26.28
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,PARK HEEJUN,KOR,Chatanyara Kushanku,7.2,8.2,8.0,6.8,7.6,8.2,8.2,7.4,8.4,8.2,7.0,7.8,8.0,7.8,23.74
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,WANG YI TA,TPE,Anan,7.8,8.4,8.6,8.2,8.4,8.0,8.4,7.6,8.4,8.4,8.2,8.4,7.8,8.2,24.94
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,HORIBA YUHEI,JPN,Papuren,8.2,8.4,9.6,8.8,9.0,8.6,8.2,8.8,8.2,9.4,8.8,9.0,8.4,8.6,25.92
Karate1 Premier League - Rabat 2019,Male Kata R2-G3, 1 / 1,SHIMBABA ISSEI,JPN,Suparinpei,8.6,8.6,8.8,9.6,9.2,8.4,8.8,9.0,8.6,8.8,9.6,8.8,8.0,8.8,26.26
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,IODICE ALESSANDRO,ITA,Kanku Sho,7.0,7.4,8.0,7.6,7.6,8.0,7.4,7.4,7.2,7.8,7.8,7.8,8.0,7.6,22.78
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,SMORGUNER ILJA,GER,Suparinpei,7.4,7.6,8.0,7.8,7.4,7.8,7.8,7.2,7.2,7.8,7.8,7.6,7.8,7.6,23.14
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,NISHIYAMA KAKERU,JPN,Suparinpei,7.6,8.2,8.2,8.2,7.6,8.4,8.0,7.8,8.0,8.2,8.4,8.0,8.4,7.8,24.34
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,ABE SAKICHI,JPN,Ohan Dai,7.8,8.4,8.4,8.2,7.4,8.2,7.6,7.8,8.4,8.2,8.6,8.0,8.4,8.0,24.32
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,GALLO GIANLUCA,ITA,Gankaku,7.4,7.6,8.0,8.2,7.8,8.0,7.4,7.2,7.4,8.0,8.4,7.8,8.0,7.6,23.4
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,ELHANNI MOHAMMED,MAR,Gojushiho Sho,8.0,7.8,8.0,8.6,7.6,7.8,7.0,8.2,7.6,8.0,8.6,7.8,8.0,7.4,23.66
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,TOZAKI GAKUJI,USA,Chatanyara Kushanku,7.6,8.2,8.2,8.8,8.0,8.4,7.4,8.0,8.4,8.0,8.6,8.2,8.4,7.8,24.46
Karate1 Premier League - Rabat 2019,Male Kata R2-G4, 1 / 1,KIYUNA RYO,JPN,Anan,8.4,9.0,8.6,9.0,8.6,8.8,8.6,8.6,9.0,8.4,9.2,8.8,8.8,8.2,26.06
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,DIAZ ANTONIO,VEN,Anan Dai,8.2,8.0,8.0,8.6,8.4,8.2,8.0,8.0,7.4,7.8,8.2,8.2,8.2,7.4,24.28
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,HAYASHIDA CHIKASHI,JPN,Sansai,8.4,8.4,8.2,8.8,8.2,8.0,8.2,8.8,8.0,8.4,8.6,8.4,8.0,8.2,24.86
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,KINJO ARATA,JPN,Suparinpei,8.6,8.6,8.4,8.4,8.6,8.4,8.6,8.6,8.2,8.0,8.2,8.4,8.4,8.6,25.42
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,SOFUOGLU ALI,TUR,Gankaku,8.6,8.0,8.2,8.2,8.6,7.4,9.0,8.2,8.4,8.0,8.0,8.0,7.4,7.6,24.7
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,SHIMOMURA SEREN,JPN,Anan,8.0,8.4,8.6,8.4,8.4,7.6,8.2,8.0,8.2,8.6,8.0,8.4,7.4,8.2,24.82
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,BUSATO MATTIA,ITA,Sansai,8.6,7.8,8.4,9.0,8.4,8.4,8.8,8.8,8.8,8.8,8.6,8.4,8.2,8.8,25.64
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,OZDEMIR ENES,TUR,Kanku Sho,8.8,8.0,8.2,8.8,8.8,8.6,9.4,9.0,8.8,9.0,8.6,8.6,8.6,9.4,26.26
Karate1 Premier League - Rabat 2019,Male Kata R3-G1, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,Chatanyara Kushanku,9.0,8.8,8.6,9.6,9.0,8.8,9.6,9.0,8.6,8.4,9.0,8.6,8.8,9.6,26.68
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,GOKTAS EMRE VEFA,TUR,Gankaku,7.6,7.8,8.2,7.6,8.0,8.0,8.4,8.4,8.0,8.4,7.8,7.8,7.8,8.4,23.92
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,HORIBA YUHEI,JPN,Suparinpei,7.8,8.6,8.0,8.2,8.0,8.6,8.6,8.4,8.6,8.0,8.2,8.0,8.4,8.4,24.86
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,SHIMBABA ISSEI,JPN,Papuren,7.4,8.2,8.6,9.0,8.4,9.0,8.8,7.6,8.6,8.6,8.8,8.2,9.0,8.6,25.8
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,MOTO KAZUMASA,JPN,Gankaku,9.0,8.6,9.2,9.2,8.0,8.8,8.8,9.2,8.8,9.0,9.2,7.8,8.8,8.6,26.6
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,ABE SAKICHI,JPN,Anan,7.0,7.0,7.4,8.4,8.6,8.6,8.6,7.2,7.0,7.4,8.0,8.4,8.4,8.4,24.22
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,NISHIYAMA KAKERU,JPN,Papuren,8.4,7.8,8.4,8.6,8.4,8.0,8.6,8.6,8.2,8.4,8.4,8.2,8.0,8.6,25.14
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,TOZAKI GAKUJI,USA,Chinto,8.2,8.2,7.8,8.0,8.2,8.2,8.8,8.4,8.0,7.8,7.8,8.0,8.0,8.6,24.42
Karate1 Premier League - Rabat 2019,Male Kata R3-G2, 1 / 1,KIYUNA RYO,JPN,Anan Dai,9.4,9.4,9.4,9.6,8.8,9.6,9.2,9.6,9.4,9.4,9.4,9.0,9.6,8.8,28.2
Karate1 Premier League - Rabat 2019,Male Kata R4 Bronze Medal Match 1, 1 / 1,SHIMBABA ISSEI,JPN,Chatanyara Kushanku,9.4,9.0,8.6,8.8,8.4,9.0,8.0,8.8,8.8,8.6,8.6,8.2,9.0,8.2,26.28
Karate1 Premier League - Rabat 2019,Male Kata R4 Bronze Medal Match 1, 1 / 1,OZDEMIR ENES,TUR,Gojushiho Sho,9.0,8.4,8.8,8.8,8.6,9.2,9.0,9.0,8.0,9.0,8.4,8.6,9.2,9.0,26.6
Karate1 Premier League - Rabat 2019,Male Kata R4 Bronze Medal Match 2, 1 / 1,BUSATO MATTIA,ITA,Gankaku,8.2,8.4,8.0,8.8,8.4,9.2,8.6,8.0,8.0,8.2,8.4,8.2,8.8,8.4,25.22
Karate1 Premier League - Rabat 2019,Male Kata R4 Bronze Medal Match 2, 1 / 1,MOTO KAZUMASA,JPN,Gojushiho Sho,8.8,8.8,8.6,9.0,9.2,9.0,8.4,9.0,8.8,9.0,8.8,9.0,9.0,8.4,26.66
Karate1 Premier League - Rabat 2019,Male Kata R4 Gold Medal Match, 1 / 1,QUINTERO CAPDEVILA DAMIAN HUGO,ESP,Anan Dai,9.0,9.0,9.2,8.8,9.2,9.0,8.8,8.6,9.2,9.4,8.0,8.8,9.2,8.4,26.88
Karate1 Premier League - Rabat 2019,Male Kata R4 Gold Medal Match, 1 / 1,KIYUNA RYO,JPN,Ohan Dai,9.4,8.8,9.6,8.8,9.6,9.6,9.2,9.6,9.2,9.4,8.8,9.6,9.6,8.8,28.2
Karate1 Premier League - Rabat 2019,Male Kata Tie Match 4-5, 1 / 1,ELHAKIMI ADNANE,MAR,Gojushiho Sho,7.8,8.4,8.2,8.2,8.2,8.2,7.6,7.8,8.2,8.2,8.0,8.2,8.4,7.6,24.54
Karate1 Premier League - Rabat 2019,Male Kata Tie Match 4-5, 1 / 1,PARK HEEJUN,KOR,Suparinpei,8.0,8.2,8.6,8.4,8.0,8.8,8.0,8.2,8.0,8.6,8.2,7.8,8.4,8.0,24.54
Karate1 Premier League - Rabat 2019,Male Kata Tie Match 4-5 Tie Match 0-1, 1 / 1,PARK HEEJUN,KOR,Anan,7.2,8.0,8.2,8.0,7.6,8.6,8.4,8.0,8.0,8.4,8.4,7.8,8.6,8.6,24.38
Karate1 Premier League - Rabat 2019,Male Kata Tie Match 4-5 Tie Match 0-1, 1 / 1,ELHAKIMI ADNANE,MAR,Kanku Sho,8.0,7.0,8.0,9.2,8.4,7.4,8.0,8.2,7.0,8.0,9.0,8.2,7.6,7.8,24.0
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,WAGLUND LINA,SWE,Anan,7.0,6.4,7.6,6.6,7.2,7.0,6.0,6.8,6.6,7.8,6.4,7.0,6.8,6.0,20.48
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,ISMAIL AYA HESHAM,EGY,Gojushiho Sho,7.2,7.4,8.2,6.8,7.8,7.8,7.0,7.0,7.4,8.2,6.6,7.8,7.8,7.6,22.52
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,STERCK LAURA,HUN,Papuren,6.8,6.8,7.2,6.6,7.2,7.4,6.2,7.2,7.0,7.4,6.8,7.2,7.4,7.0,20.98
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,FERACCI ALEXANDRA,FRA,Anan,7.4,8.2,8.4,7.4,7.4,7.6,7.8,7.4,8.4,8.4,7.2,7.4,7.4,7.4,22.62
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,MISKOVA VERONIKA,CZE,Chatanyara Kushanku,7.2,7.6,7.6,6.4,7.2,7.2,7.6,7.4,7.6,7.8,6.4,7.2,7.2,7.0,21.94
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,PEZZETTI MICHELA,ITA,Papuren,7.4,7.4,8.0,7.0,7.4,8.0,6.6,7.6,7.6,7.8,7.0,7.4,7.8,6.6,22.32
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,DIMITROVA MARIA,DOM,Anan Dai,7.6,7.8,8.6,6.8,7.6,7.6,6.2,7.8,7.8,8.2,7.0,7.8,7.4,7.0,22.86
Karate1 Premier League - Dubai 2019,Female Kata, 1 / 8,ONO HIKARU,JPN,Chatanyara Kushanku,8.0,8.4,8.6,7.8,8.4,8.2,8.4,7.8,8.6,8.8,7.6,8.4,8.0,8.4,24.94
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,SHIMIZU NATSUKI,JPN,Anan,7.0,7.8,8.0,7.8,7.8,7.8,7.8,8.2,7.6,7.8,7.6,8.0,7.6,8.2,23.4
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,RADULOVIC BISERKA,MNE,Gojushiho Dai,8.0,7.8,7.8,6.8,7.2,7.4,8.2,7.8,7.8,7.6,6.8,7.4,7.4,8.0,22.94
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,FABREGAS-ECEIZA I ARAKI FRANCESCA,ESP,Anan Dai,7.8,7.4,7.6,7.2,7.4,7.2,7.6,7.8,7.4,7.8,7.0,7.0,7.0,8.0,22.34
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,DICKINSON MEEZAAN,AUS,Enpi,6.8,7.2,7.2,6.6,6.8,6.8,7.6,7.0,7.0,7.2,6.8,6.8,6.8,7.8,20.8
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,CHIEN HUI-HSUAN,TPE,Suparinpei,7.6,7.0,7.8,7.0,7.2,7.8,8.0,7.4,6.8,8.0,6.8,7.0,7.8,7.8,22.48
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,SOU SOI LAM,MAC,Suparinpei,6.8,6.8,7.4,6.8,7.4,7.0,7.4,6.6,6.8,7.2,6.8,7.2,6.8,6.8,20.96
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,ISHIBASHI SAORI,JPN,Gojushiho Dai,8.0,8.2,8.2,8.0,7.8,7.6,8.2,8.0,8.0,8.4,7.8,8.2,7.8,8.6,24.2
Karate1 Premier League - Dubai 2019,Female Kata, 2 / 8,LAU MO SHEUNG GRACE,HKG,Chibana No Kushanku,8.0,7.4,8.0,7.6,7.6,8.0,8.4,8.2,7.4,7.8,7.8,7.8,8.2,8.8,23.66
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,MARK MELINDA,SUI,Paiku,7.2,7.6,7.6,7.4,6.8,7.0,6.8,7.4,7.4,7.4,7.4,6.8,6.8,7.0,21.66
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,OVECKOVA ALZBETA,SVK,Papuren,7.4,7.8,7.8,7.6,6.8,6.8,7.0,7.4,7.4,7.4,7.0,6.6,6.8,6.8,21.76
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,SEIWADA MASAMI,JPN,Papuren,8.0,8.0,8.6,7.8,7.4,7.4,7.4,8.2,7.8,8.4,7.6,7.0,7.2,7.2,23.02
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,NICOSANTI NOEMI,ITA,Anan Dai,7.8,7.8,8.2,7.6,7.2,7.6,7.4,7.6,7.6,8.0,7.6,7.2,7.8,7.6,22.94
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,ROY RUBIO RAQUEL,ESP,Suparinpei,7.6,8.0,8.0,8.2,7.6,7.2,7.6,7.2,7.8,7.8,7.6,7.6,7.2,7.4,23.02
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,MLADEZIC BOJANA,SRB,Gojushiho Sho,7.6,7.6,7.2,7.2,7.2,7.0,6.6,7.4,7.4,6.8,7.4,7.2,7.2,6.8,21.66
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,PUTRI APRILIA KRISDA,INA,Anan,7.8,8.0,7.2,8.0,7.2,7.4,7.4,7.4,7.8,6.8,7.8,7.2,7.2,7.6,22.48
Karate1 Premier League - Dubai 2019,Female Kata, 3 / 8,KOKUMAI SAKURA,USA,Suparinpei,8.0,8.0,8.8,8.4,8.0,8.0,8.4,8.2,7.8,8.6,7.8,8.2,7.8,8.4,24.34
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,SITTHIWONG PRAIFAH,THA,Chatanyara Kushanku,7.2,7.4,7.4,7.0,7.2,7.2,7.6,7.2,7.2,7.6,7.0,7.0,7.2,7.2,21.74
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,D ONOFRIO TERRYANA,ITA,Anan Dai,7.6,7.2,7.2,7.8,7.6,7.6,7.6,7.0,7.0,7.2,7.8,7.4,7.4,7.4,22.56
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,NGO HA THI,CAN,Anan Dai,7.6,7.4,7.4,7.4,7.4,7.4,7.8,7.4,7.2,7.4,7.4,7.2,7.6,7.4,22.2
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,FURSAVA MARYIA,BLR,Papuren,7.2,7.6,7.2,7.2,7.4,7.0,7.4,7.0,7.4,7.0,7.4,7.4,7.0,7.6,21.8
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,SADEGHI DASTAK FATEMEH,IRI,Papuren,7.4,7.6,7.2,7.6,8.0,7.2,7.6,7.6,7.4,7.2,7.6,7.8,7.2,7.8,22.6
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,KIUK VLATKA,CRO,Unsu,7.4,7.4,7.0,7.2,7.6,7.0,7.6,7.4,7.2,7.0,7.2,7.4,7.0,7.4,21.94
Karate1 Premier League - Dubai 2019,Female Kata, 4 / 8,SHIMIZU KIYOU,JPN,Papuren,8.0,8.0,8.0,8.0,8.2,8.2,8.2,7.8,7.8,8.0,8.0,8.0,8.0,7.8,24.08
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,BONUCCELLI SERENA,ITA,Anan Dai,6.6,7.2,7.6,7.4,8.0,7.0,6.6,6.4,7.4,7.4,7.4,7.8,6.6,6.6,21.54
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,KWONG JESSICA,USA,Papuren,7.2,7.4,7.4,7.0,8.2,7.2,7.0,7.0,7.0,7.6,6.8,8.0,7.2,7.0,21.62
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,OHUCHI MIRISA,JPN,Papuren,7.8,7.6,8.0,8.2,8.4,7.8,8.0,7.6,7.2,7.8,8.0,8.4,7.6,7.8,23.62
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,ENTWISTLE KATELYN,SCO,Papuren,6.8,6.8,7.2,7.0,8.0,7.2,7.0,6.6,6.6,7.4,6.8,7.8,7.2,6.8,21.08
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,PAYNE NATALIE,ENG,Anan Dai,7.2,7.0,7.4,7.8,8.0,7.6,7.2,7.2,7.0,7.6,8.2,8.2,7.6,7.0,22.26
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,JUETTNER JASMIN,GER,Papuren,7.4,7.2,7.2,7.2,7.8,7.6,7.2,7.4,7.2,7.6,7.4,8.0,7.4,7.4,21.92
Karate1 Premier League - Dubai 2019,Female Kata, 5 / 8,JOVANOSKA PULEKSENIJA,MKD,Anan Dai,7.0,7.4,7.6,7.6,8.4,7.8,7.4,6.8,7.4,7.4,7.6,8.4,7.6,7.6,22.6
